HGNC ID	Approved symbol	Approved name	Status	NCBI Gene ID
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved	100418910
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved	100418951
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved	100418960
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved	283693
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved	100418924
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved	644160
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved	644961
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved	100131291
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved	100131953
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved	442097
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved	441783
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25	Approved	148709
HGNC:145	ACTG2	actin gamma 2, smooth muscle	Approved	72
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)	Symbol Withdrawn	
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)	Symbol Withdrawn	
HGNC:158	ACTL4	actin-like 4	Entry Withdrawn	
HGNC:159	ACTL5	actin-like 5	Entry Withdrawn	
HGNC:24124	ACTL6A	actin like 6A	Approved	86
HGNC:160	ACTL6B	actin like 6B	Approved	51412
HGNC:161	ACTL7A	actin like 7A	Approved	10881
HGNC:162	ACTL7B	actin like 7B	Approved	10880
HGNC:24018	ACTL8	actin like 8	Approved	81569
HGNC:28494	ACTL9	actin like 9	Approved	284382
HGNC:16127	ACTL10	actin like 10	Approved	170487
HGNC:44626	ACTL11P	actin like 11, pseudogene	Approved	389120
HGNC:163	ACTN1	actinin alpha 1	Approved	87
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript	Approved	161159
HGNC:164	ACTN2	actinin alpha 2	Approved	88
HGNC:165	ACTN3	actinin alpha 3	Approved	89
HGNC:166	ACTN4	actinin alpha 4	Approved	81
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	Approved	344978
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	Approved	391026
HGNC:51621	ACTP1	actin family pseudogene 1	Approved	106480335
HGNC:167	ACTR1A	actin related protein 1A	Approved	10121
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1	Approved	100287074
HGNC:168	ACTR1B	actin related protein 1B	Approved	10120
HGNC:169	ACTR2	actin related protein 2	Approved	10097
HGNC:170	ACTR3	actin related protein 3	Approved	10096
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	Approved	101060091
HGNC:17256	ACTR3B	actin related protein 3B	Approved	57180
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	Approved	643050
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	Approved	440888
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	Approved	647156
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	Approved	777774
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	Approved	399746
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	Approved	644773
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7	Approved	100289004
HGNC:37282	ACTR3C	actin related protein 3C	Approved	653857
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	Approved	100288580
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	Approved	100129013
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	Approved	100128020
HGNC:14671	ACTR5	actin related protein 5	Approved	79913
HGNC:24025	ACTR6	actin related protein 6	Approved	64431
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	Approved	100421495
HGNC:14672	ACTR8	actin related protein 8	Approved	93973
HGNC:17372	ACTR10	actin related protein 10	Approved	55860
HGNC:24027	ACTRT1	actin related protein T1	Approved	139741
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1	Approved	100128268
HGNC:24026	ACTRT2	actin related protein T2	Approved	140625
HGNC:24022	ACTRT3	actin related protein T3	Approved	84517
HGNC:171	ACVR1	activin A receptor type 1	Approved	90
HGNC:172	ACVR1B	activin A receptor type 1B	Approved	91
HGNC:18123	ACVR1C	activin A receptor type 1C	Approved	130399
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	92
HGNC:174	ACVR2B	activin A receptor type 2B	Approved	93
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	Approved	100128640
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	94
HGNC:176	ACVRLK2	symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)	Symbol Withdrawn	
HGNC:177	ACY1	aminoacylase 1	Approved	95
HGNC:178	ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)	Symbol Withdrawn	
HGNC:24104	ACY3	aminoacylase 3	Approved	91703
HGNC:179	ACYP1	acylphosphatase 1	Approved	97
HGNC:180	ACYP2	acylphosphatase 2	Approved	98
HGNC:181	AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)	Symbol Withdrawn	
HGNC:182	AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)	Symbol Withdrawn	
HGNC:183	AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)	Symbol Withdrawn	
HGNC:184	AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)	Symbol Withdrawn	
HGNC:185	AD5	Alzheimer disease 5	Entry Withdrawn	
HGNC:186	ADA	adenosine deaminase	Approved	100
HGNC:1839	ADA2	adenosine deaminase 2	Approved	51816
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Approved	132612
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	Approved	100422386
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	Approved	100422407
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved	161931
HGNC:31853	ADAL	adenosine deaminase like	Approved	161823
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Approved	8759
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	Approved	100420505
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	2515
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Approved	1587
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	Approved	1596
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Approved	255926
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Approved	8755
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved	8756
HGNC:56152	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	Approved	101929294
HGNC:56153	ADAM7-AS2	ADAM7 antisense RNA 2	Approved	101929315
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved	101
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	8754
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved	102
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	4185
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved	8038
HGNC:43841	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)	Entry Withdrawn	
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved	8751
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	6868
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved	8749
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved	8728
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved	8748
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	Approved	317760
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	Approved	100533671
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	Approved	644325
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved	8747
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	Approved	145241
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved	53616
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved	8745
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	Approved	646479
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved	10863
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved	11086
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved	11085
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved	203102
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	80332
HGNC:16299	ADAMDEC1	ADAM like decysin 1	Approved	27299
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Approved	9510
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Approved	9509
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Approved	9508
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	Approved	9507
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Approved	11096
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Approved	11174
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Approved	11173
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	Approved	390660
HGNC:49408	ADAMTS7P2	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)	Symbol Withdrawn	
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	Approved	400406
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	Approved	642935
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Approved	11095
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Approved	56999
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Approved	101929335
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	Approved	100507098
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Approved	81794
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Approved	81792
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Approved	11093
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Approved	140766
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Approved	170689
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Approved	170690
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript	Approved	101929176
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Approved	170691
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Approved	170692
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Approved	171019
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	Approved	103689846
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Approved	80070
HGNC:16662	ADAMTS21	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)	Symbol Withdrawn	
HGNC:14632	ADAMTSL1	ADAMTS like 1	Approved	92949
HGNC:14631	ADAMTSL2	ADAMTS like 2	Approved	9719
HGNC:14633	ADAMTSL3	ADAMTS like 3	Approved	57188
HGNC:19706	ADAMTSL4	ADAMTS like 4	Approved	54507
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Approved	
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	Approved	100289061
HGNC:27912	ADAMTSL5	ADAMTS like 5	Approved	339366
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	11033
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved	55803
HGNC:225	ADAR	adenosine deaminase RNA specific	Approved	103
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	Approved	104
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	Approved	105
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	Approved	642394
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	Approved	23536
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	Approved	134637
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	Approved	113179
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved	57143
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved	90956
HGNC:21738	ADCK5	aarF domain containing kinase 5	Approved	203054
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	Approved	106
HGNC:230	ADCP2	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)	Symbol Withdrawn	
HGNC:231	ADCR	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)	Symbol Withdrawn	
HGNC:232	ADCY1	adenylate cyclase 1	Approved	107
HGNC:233	ADCY2	adenylate cyclase 2	Approved	108
HGNC:234	ADCY3	adenylate cyclase 3	Approved	109
HGNC:235	ADCY4	adenylate cyclase 4	Approved	196883
HGNC:236	ADCY5	adenylate cyclase 5	Approved	111
HGNC:237	ADCY6	adenylate cyclase 6	Approved	112
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript	Approved	100506125
HGNC:238	ADCY7	adenylate cyclase 7	Approved	113
HGNC:239	ADCY8	adenylate cyclase 8	Approved	114
HGNC:240	ADCY9	adenylate cyclase 9	Approved	115
HGNC:21285	ADCY10	adenylate cyclase 10	Approved	55811
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1	Approved	221442
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	Approved	116
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	Approved	117
HGNC:243	ADD1	adducin 1	Approved	118
HGNC:244	ADD2	adducin 2	Approved	119
HGNC:245	ADD3	adducin 3	Approved	120
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	Approved	100505933
HGNC:246	ADDL	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)	Symbol Withdrawn	
HGNC:247	ADFN	albinism-deafness syndrome	Entry Withdrawn	
HGNC:21212	ADGB	androglobin	Approved	79747
HGNC:55654	ADGB-DT	ADGB divergent transcript	Approved	101928661
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	Approved	84435
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1	Approved	
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	Approved	25960
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	Approved	166647
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1	Approved	100996333
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	Approved	575
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	Approved	576
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	Approved	577
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript	Approved	101928307
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	Approved	283383
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	Approved	105755954
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	Approved	347088
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	Approved	2015
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	Approved	30817
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	Approved	84658
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	Approved	326342
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	Approved	976
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	Approved	266977
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	Approved	222611
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	Approved	165082
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	Approved	221393
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	Approved	221395
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1	Approved	101926962
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	Approved	389740
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	Approved	441416
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	Approved	9289
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	Approved	10149
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	Approved	222487
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	Approved	139378
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	Approved	221188
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	Approved	57211
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	Approved	84873
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	Approved	22859
HGNC:55309	ADGRL1-AS1	ADGRL1 antisense RNA 1	Approved	100507373
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	Approved	23266
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	Approved	23284
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1	Approved	101927186
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	Approved	64123
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	Approved	84059
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	Approved	124
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	Approved	125
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	Approved	126
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	Approved	127
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	Approved	128
HGNC:254	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	Entry Withdrawn	
HGNC:22976	ADH5P2	ADH5 pseudogene 2	Approved	343296
HGNC:22991	ADH5P3	ADH5 pseudogene 3	Approved	100131810
HGNC:21377	ADH5P4	ADH5 pseudogene 4	Approved	642443
HGNC:54523	ADH5P5	ADH5 pseudogene 5	Approved	
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	Approved	130
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Approved	131
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	Approved	137872
HGNC:30576	ADI1	acireductone dioxygenase 1	Approved	55256
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1	Approved	100130936
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2	Approved	100288971
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3	Approved	100288129
HGNC:28606	ADIG	adipogenin	Approved	149685
HGNC:56273	ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	Approved	125906382
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	Approved	9370
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	Approved	100874095
HGNC:24040	ADIPOR1	adiponectin receptor 1	Approved	51094
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	Approved	645220
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	Approved	390503
HGNC:24041	ADIPOR2	adiponectin receptor 2	Approved	79602
HGNC:16477	ADIR	symbol withdrawn, see [HGNC:11997](/data/gene-symbol-report/#!/hgnc_id/HGNC:11997)	Symbol Withdrawn	
HGNC:24043	ADIRF	adipogenesis regulatory factor	Approved	10974
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	Approved	100133190
HGNC:257	ADK	adenosine kinase	Approved	132
HGNC:258	ADL	symbol withdrawn, see [HGNC:10805](/data/gene-symbol-report/#!/hgnc_id/HGNC:10805)	Symbol Withdrawn	
HGNC:259	ADM	adrenomedullin	Approved	133
HGNC:55516	ADM-DT	ADM divergent transcript	Approved	105376544
HGNC:28898	ADM2	adrenomedullin 2	Approved	79924
HGNC:27293	ADM5	adrenomedullin 5 (putative)	Approved	199800
HGNC:260	ADMLX	symbol withdrawn, see [HGNC:6211](/data/gene-symbol-report/#!/hgnc_id/HGNC:6211)	Symbol Withdrawn	
HGNC:261	ADMLY	symbol withdrawn, see [HGNC:6214](/data/gene-symbol-report/#!/hgnc_id/HGNC:6214)	Symbol Withdrawn	
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	Approved	23394
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	Approved	101927631
HGNC:23803	ADNP2	ADNP homeobox 2	Approved	22850
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	Approved	84890
HGNC:262	ADORA1	adenosine A1 receptor	Approved	134
HGNC:263	ADORA2A	adenosine A2a receptor	Approved	135
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	Approved	646023
HGNC:264	ADORA2B	adenosine A2b receptor	Approved	136
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	Approved	137
HGNC:266	ADORA2L1	adenosine A2 receptor-like 1	Entry Withdrawn	
HGNC:267	ADORA2L2	adenosine A2 receptor-like 2	Entry Withdrawn	
HGNC:268	ADORA3	adenosine A3 receptor	Approved	140
HGNC:25250	ADPGK	ADP dependent glucokinase	Approved	83440
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	Approved	100287559
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	Approved	141
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	Approved	113622
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	Approved	56985
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	Approved	54936
HGNC:277	ADRA1A	adrenoceptor alpha 1A	Approved	148
HGNC:278	ADRA1B	adrenoceptor alpha 1B	Approved	147
HGNC:279	ADRA1C	symbol withdrawn, see [HGNC:277](/data/gene-symbol-report/#!/hgnc_id/HGNC:277)	Symbol Withdrawn	
HGNC:280	ADRA1D	adrenoceptor alpha 1D	Approved	146
HGNC:281	ADRA2A	adrenoceptor alpha 2A	Approved	150
HGNC:282	ADRA2B	adrenoceptor alpha 2B	Approved	151
HGNC:283	ADRA2C	adrenoceptor alpha 2C	Approved	152
HGNC:284	ADRA2L1	symbol withdrawn, see [HGNC:282](/data/gene-symbol-report/#!/hgnc_id/HGNC:282)	Symbol Withdrawn	
HGNC:285	ADRB1	adrenoceptor beta 1	Approved	153
HGNC:286	ADRB2	adrenoceptor beta 2	Approved	154
HGNC:287	ADRB2RL1	symbol withdrawn, see [HGNC:5286](/data/gene-symbol-report/#!/hgnc_id/HGNC:5286)	Symbol Withdrawn	
HGNC:288	ADRB3	adrenoceptor beta 3	Approved	155
HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor	Approved	11047
HGNC:291	ADSL	adenylosuccinate lyase	Approved	158
HGNC:20093	ADSS1	adenylosuccinate synthase 1	Approved	122622
HGNC:292	ADSS2	adenylosuccinate synthase 2	Approved	159
HGNC:293	ADT	ADT unknown	Entry Withdrawn	
HGNC:294	ADTAA	symbol withdrawn, see [HGNC:561](/data/gene-symbol-report/#!/hgnc_id/HGNC:561)	Symbol Withdrawn	
HGNC:295	ADTAB	symbol withdrawn, see [HGNC:562](/data/gene-symbol-report/#!/hgnc_id/HGNC:562)	Symbol Withdrawn	
HGNC:296	ADTB1	symbol withdrawn, see [HGNC:554](/data/gene-symbol-report/#!/hgnc_id/HGNC:554)	Symbol Withdrawn	
HGNC:299	ADTB2	symbol withdrawn, see [HGNC:563](/data/gene-symbol-report/#!/hgnc_id/HGNC:563)	Symbol Withdrawn	
HGNC:300	ADTG	symbol withdrawn, see [HGNC:555](/data/gene-symbol-report/#!/hgnc_id/HGNC:555)	Symbol Withdrawn	
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	Approved	84830
